context_id	context_name	context_kind	disease_context	anatomical_context	species	injury_model	injury_level	injury_severity	sex	timepoint_value	timepoint_unit	perturbation	treatment	experimental_condition	study_perturbation_status	injury_distance	injury_distance_unit	sample_scope	sample_count	cell_type	sample_id	study_id	tissue	context_status	provenance_note
sci:protein:6db218168758b53e	FLOW_SCI_052 protein context at 18 hours	sample_context	spinal_cord_injury	spinal_cord	mouse	T11 contusion spinal cord injury using the Infinite Horizon Impactor	T11	50 kdyn contusion; 400-500 micrometre tissue displacement	adult female C57BL/6J mice	18	hours	SCI	recombinant IL-4 or IL-13 treatment at 18 or 48 h post-injury	SCI	recombinant IL-4 or IL-13 treatment at 18 or 48 h post-injury			dissociated injury-centered spinal cord	4	CD45highCD11b+F4/80+ macrophages		FLOW_SCI_052	injury-centered 0.6 cm spinal cord	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_052;study_timepoints.timepoint_id=FLOW_SCI_052__FLOW_SCI_052_TP18H;cell_populations.population_id=FLOW_SCI_052__FLOW_SCI_052_POP2;study_title=Interleukin-4 and interleukin-13 induce different metabolic profiles in microglia and macrophages that relate with divergent outcomes after spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0009"",""curation_note"":""Primary source reports adult 8-10-week-old female C57BL/6J mice, laminectomy at T11, Infinite Horizon contusion at 50 kdyn with 400-500 micrometre tissue displacement, and local PBS, rIL-13, or rIL-4 injection at 18 or 48 hours after SCI. Existing observation-specific treatment, timepoint, cell-population, and sample-scope fields are retained."",""source_locator"":""PMCID: PMC8581417; Methods \""Spinal cord injury\"" and \""Intraspinal injection of rIL-13 and rIL-4\""; Methods \""Luminex\"" and \""Flow cytometry\""; Fig. 1"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC8581417/""}"
sci:protein:a99e850c5404ba31	FLOW_SCI_052 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	T11 contusion spinal cord injury using the Infinite Horizon Impactor	T11	50 kdyn contusion; 400-500 micrometre tissue displacement	adult female C57BL/6J mice	3	day	PBS, recombinant IL-4, or recombinant IL-13 treatment	recombinant IL-4 or IL-13 treatment at 18 or 48 h post-injury	PBS, recombinant IL-4, or recombinant IL-13 treatment	recombinant IL-4 or IL-13 treatment at 18 or 48 h post-injury			dissociated injury-centered spinal cord	4	CD45lowCD11b+F4/80+ microglia		FLOW_SCI_052	injury-centered 0.6 cm spinal cord	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_052;study_timepoints.timepoint_id=FLOW_SCI_052__FLOW_SCI_052_TP3D;cell_populations.population_id=FLOW_SCI_052__FLOW_SCI_052_POP1;study_title=Interleukin-4 and interleukin-13 induce different metabolic profiles in microglia and macrophages that relate with divergent outcomes after spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0009"",""curation_note"":""Primary source reports adult 8-10-week-old female C57BL/6J mice, laminectomy at T11, Infinite Horizon contusion at 50 kdyn with 400-500 micrometre tissue displacement, and local PBS, rIL-13, or rIL-4 injection at 18 or 48 hours after SCI. Existing observation-specific treatment, timepoint, cell-population, and sample-scope fields are retained."",""source_locator"":""PMCID: PMC8581417; Methods \""Spinal cord injury\"" and \""Intraspinal injection of rIL-13 and rIL-4\""; Methods \""Luminex\"" and \""Flow cytometry\""; Fig. 1"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC8581417/""}"
sci:protein:e490e1a221e2a240	FLOW_SCI_052 protein context at 24 hours	sample_context	spinal_cord_injury	spinal_cord	mouse	T11 contusion spinal cord injury using the Infinite Horizon Impactor	T11	50 kdyn contusion; 400-500 micrometre tissue displacement	adult female C57BL/6J mice	24	hours	SCI	recombinant IL-4 or IL-13 treatment at 18 or 48 h post-injury	SCI	recombinant IL-4 or IL-13 treatment at 18 or 48 h post-injury			bulk injury-centered spinal cord tissue	4	unassigned or bulk sample		FLOW_SCI_052	injury-centered 0.6 cm spinal cord	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_052;study_timepoints.timepoint_id=FLOW_SCI_052__FLOW_SCI_052_TP24H;cell_populations.population_id=FLOW_SCI_052_UNASSIGNED_POPULATION;study_title=Interleukin-4 and interleukin-13 induce different metabolic profiles in microglia and macrophages that relate with divergent outcomes after spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0009"",""curation_note"":""Primary source reports adult 8-10-week-old female C57BL/6J mice, laminectomy at T11, Infinite Horizon contusion at 50 kdyn with 400-500 micrometre tissue displacement, and local PBS, rIL-13, or rIL-4 injection at 18 or 48 hours after SCI. Existing observation-specific treatment, timepoint, cell-population, and sample-scope fields are retained."",""source_locator"":""PMCID: PMC8581417; Methods \""Spinal cord injury\"" and \""Intraspinal injection of rIL-13 and rIL-4\""; Methods \""Luminex\"" and \""Flow cytometry\""; Fig. 1"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC8581417/""}"
sci:protein:5769952034ee6e03	FLOW_SCI_053 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	rat and human clinical samples	T9 falling-object contusion spinal cord injury	T9	falling-object contusion; 5 g weight dropped from 8 cm; reported injury energy 40 g x cm	young adult male Sprague-Dawley rats, 8 weeks, 200-250 g	3	day	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational			dissociated blood or lesion-centered spinal cord mononuclear cells	3	circulating monocytes		FLOW_SCI_053	thoracic lesion and blood mononuclear cells	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_053;study_timepoints.timepoint_id=FLOW_SCI_053__FLOW_SCI_053_TP3;cell_populations.population_id=FLOW_SCI_053__FLOW_SCI_053_POP1;study_title=Infiltrating circulating monocytes provide an important source of BMP4 at the early stage of spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0017"",""curation_note"":""Primary source reports young adult male Sprague-Dawley rats, T9 laminectomy with falling-object contusion, and clodronate liposome administration 3 days before and immediately after SCI in the depletion arm. Rat spinal-cord endpoints were evaluated at 3 dpi, while CSF/plasma time courses included 1, 7, and 14 dpi; existing observation-specific sample and timepoint fields are retained."",""source_locator"":""PMCID: PMC9884123; Results \""SCI causes persistent paraplegia...\""; Methods \""Animal grouping\""; Figs. 1-6"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9884123/""}"
sci:protein:af8011728c70af5a	FLOW_SCI_053 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	rat and human clinical samples	T9 falling-object contusion spinal cord injury	T9	falling-object contusion; 5 g weight dropped from 8 cm; reported injury energy 40 g x cm	young adult male Sprague-Dawley rats, 8 weeks, 200-250 g	3	day	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational			dissociated blood or lesion-centered spinal cord mononuclear cells	3	CD11b+CD45high infiltrating MDMs		FLOW_SCI_053	thoracic lesion and blood mononuclear cells	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_053;study_timepoints.timepoint_id=FLOW_SCI_053__FLOW_SCI_053_TP3;cell_populations.population_id=FLOW_SCI_053__FLOW_SCI_053_POP3;study_title=Infiltrating circulating monocytes provide an important source of BMP4 at the early stage of spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0017"",""curation_note"":""Primary source reports young adult male Sprague-Dawley rats, T9 laminectomy with falling-object contusion, and clodronate liposome administration 3 days before and immediately after SCI in the depletion arm. Rat spinal-cord endpoints were evaluated at 3 dpi, while CSF/plasma time courses included 1, 7, and 14 dpi; existing observation-specific sample and timepoint fields are retained."",""source_locator"":""PMCID: PMC9884123; Results \""SCI causes persistent paraplegia...\""; Methods \""Animal grouping\""; Figs. 1-6"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9884123/""}"
sci:protein:fed418743d3a2c88	FLOW_SCI_053 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	rat and human clinical samples	T9 falling-object contusion spinal cord injury	T9	falling-object contusion; 5 g weight dropped from 8 cm; reported injury energy 40 g x cm	young adult male Sprague-Dawley rats, 8 weeks, 200-250 g	3	day	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational			dissociated blood or lesion-centered spinal cord mononuclear cells	3	CD11b+CD45low spinal cells		FLOW_SCI_053	thoracic lesion and blood mononuclear cells	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_053;study_timepoints.timepoint_id=FLOW_SCI_053__FLOW_SCI_053_TP3;cell_populations.population_id=FLOW_SCI_053__FLOW_SCI_053_POP2;study_title=Infiltrating circulating monocytes provide an important source of BMP4 at the early stage of spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0017"",""curation_note"":""Primary source reports young adult male Sprague-Dawley rats, T9 laminectomy with falling-object contusion, and clodronate liposome administration 3 days before and immediately after SCI in the depletion arm. Rat spinal-cord endpoints were evaluated at 3 dpi, while CSF/plasma time courses included 1, 7, and 14 dpi; existing observation-specific sample and timepoint fields are retained."",""source_locator"":""PMCID: PMC9884123; Results \""SCI causes persistent paraplegia...\""; Methods \""Animal grouping\""; Figs. 1-6"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9884123/""}"
sci:protein:2650bb7f482a5714	FLOW_SCI_053 protein context at 1 day	sample_context	spinal_cord_injury	spinal_cord	rat and human clinical samples	T9 falling-object contusion spinal cord injury	T9	falling-object contusion; 5 g weight dropped from 8 cm; reported injury energy 40 g x cm	young adult male Sprague-Dawley rats, 8 weeks, 200-250 g	1	day	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational			plasma and cerebrospinal fluid	10	unassigned or bulk sample		FLOW_SCI_053	plasma and CSF	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_053;study_timepoints.timepoint_id=FLOW_SCI_053__FLOW_SCI_053_TP1;cell_populations.population_id=FLOW_SCI_053_UNASSIGNED_POPULATION;study_title=Infiltrating circulating monocytes provide an important source of BMP4 at the early stage of spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0017"",""curation_note"":""Primary source reports young adult male Sprague-Dawley rats, T9 laminectomy with falling-object contusion, and clodronate liposome administration 3 days before and immediately after SCI in the depletion arm. Rat spinal-cord endpoints were evaluated at 3 dpi, while CSF/plasma time courses included 1, 7, and 14 dpi; existing observation-specific sample and timepoint fields are retained."",""source_locator"":""PMCID: PMC9884123; Results \""SCI causes persistent paraplegia...\""; Methods \""Animal grouping\""; Figs. 1-6"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9884123/""}"
sci:protein:50bd823fe6788737	FLOW_SCI_053 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	rat and human clinical samples	T9 falling-object contusion spinal cord injury	T9	falling-object contusion; 5 g weight dropped from 8 cm; reported injury energy 40 g x cm	young adult male Sprague-Dawley rats, 8 weeks, 200-250 g	3	day	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational			injury-site spinal cord tissue	3	unassigned or bulk sample		FLOW_SCI_053	thoracic lesion and blood mononuclear cells	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_053;study_timepoints.timepoint_id=FLOW_SCI_053__FLOW_SCI_053_TP3;cell_populations.population_id=FLOW_SCI_053_UNASSIGNED_POPULATION;study_title=Infiltrating circulating monocytes provide an important source of BMP4 at the early stage of spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0017"",""curation_note"":""Primary source reports young adult male Sprague-Dawley rats, T9 laminectomy with falling-object contusion, and clodronate liposome administration 3 days before and immediately after SCI in the depletion arm. Rat spinal-cord endpoints were evaluated at 3 dpi, while CSF/plasma time courses included 1, 7, and 14 dpi; existing observation-specific sample and timepoint fields are retained."",""source_locator"":""PMCID: PMC9884123; Results \""SCI causes persistent paraplegia...\""; Methods \""Animal grouping\""; Figs. 1-6"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9884123/""}"
sci:protein:7b1ee4bd6034de13	FLOW_SCI_054 protein context at 2 day	sample_context	spinal_cord_injury	spinal_cord	rat	T12 compression spinal cord injury using a 50-g platform load	T12	50-g compression for 5 minutes over a 2 x 5 mm platform	male Sprague-Dawley rats, 10 weeks, 250-300 g	2	day	SCI versus sham; control- and LRCH1-shRNA-infected microglia transfer arms	LRCH1 knockdown in primary microglia followed by adoptive spinal injection; endogenous time course observational	SCI versus sham; control- and LRCH1-shRNA-infected microglia transfer arms	LRCH1 knockdown in primary microglia followed by adoptive spinal injection; endogenous time course observational			T12 injury-site spinal-cord tissue and sorted granulocyte-negative CD45lowCD11b+ microglia	5	granulocyte-negative CD45lowCD11b+ microglia		FLOW_SCI_054	injury-site spinal cord leukocyte fraction	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_054;study_timepoints.timepoint_id=FLOW_SCI_054__FLOW_SCI_054_TP2;cell_populations.population_id=FLOW_SCI_054__FLOW_SCI_054_POP1;study_title=Inhibition of leucine-rich repeats and calponin homology domain containing 1 accelerates microglia-mediated neuroinflammation in a rat traumatic spinal cord injury model;context_curation={""curation_id"":""SCICTX-CUR-0018"",""curation_note"":""Primary source reports male Sprague-Dawley rats, T12 laminectomy, compression by a 50-g weight on a 2 x 5 mm platform for 5 minutes, and sorted granulocyte-negative CD45lowCD11b+ spinal-cord microglia. The source reports LRCH1 protein in microglia at 2, 4, and 7 dpi and adoptive-transfer endpoints at 3 and 7 dpi; existing observation-specific timepoints are retained."",""source_locator"":""PMCID: PMC7339506; Methods \""Rat SCI model\"" and \""Immune cell enrichment from the spinal cords\""; Figs. 1, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7339506/""}"
sci:protein:47b2ca404d80bed5	FLOW_SCI_054 protein context at 4 day	sample_context	spinal_cord_injury	spinal_cord	rat	T12 compression spinal cord injury using a 50-g platform load	T12	50-g compression for 5 minutes over a 2 x 5 mm platform	male Sprague-Dawley rats, 10 weeks, 250-300 g	4	day	SCI versus sham; control- and LRCH1-shRNA-infected microglia transfer arms	LRCH1 knockdown in primary microglia followed by adoptive spinal injection; endogenous time course observational	SCI versus sham; control- and LRCH1-shRNA-infected microglia transfer arms	LRCH1 knockdown in primary microglia followed by adoptive spinal injection; endogenous time course observational			T12 injury-site spinal-cord tissue and sorted granulocyte-negative CD45lowCD11b+ microglia	5	granulocyte-negative CD45lowCD11b+ microglia		FLOW_SCI_054	injury-site spinal cord leukocyte fraction	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_054;study_timepoints.timepoint_id=FLOW_SCI_054__FLOW_SCI_054_TP4;cell_populations.population_id=FLOW_SCI_054__FLOW_SCI_054_POP1;study_title=Inhibition of leucine-rich repeats and calponin homology domain containing 1 accelerates microglia-mediated neuroinflammation in a rat traumatic spinal cord injury model;context_curation={""curation_id"":""SCICTX-CUR-0018"",""curation_note"":""Primary source reports male Sprague-Dawley rats, T12 laminectomy, compression by a 50-g weight on a 2 x 5 mm platform for 5 minutes, and sorted granulocyte-negative CD45lowCD11b+ spinal-cord microglia. The source reports LRCH1 protein in microglia at 2, 4, and 7 dpi and adoptive-transfer endpoints at 3 and 7 dpi; existing observation-specific timepoints are retained."",""source_locator"":""PMCID: PMC7339506; Methods \""Rat SCI model\"" and \""Immune cell enrichment from the spinal cords\""; Figs. 1, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7339506/""}"
sci:protein:04d2fbcbeacab79a	FLOW_SCI_054 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	rat	T12 compression spinal cord injury using a 50-g platform load	T12	50-g compression for 5 minutes over a 2 x 5 mm platform	male Sprague-Dawley rats, 10 weeks, 250-300 g	7	day	SCI versus sham; control- and LRCH1-shRNA-infected microglia transfer arms	LRCH1 knockdown in primary microglia followed by adoptive spinal injection; endogenous time course observational	SCI versus sham; control- and LRCH1-shRNA-infected microglia transfer arms	LRCH1 knockdown in primary microglia followed by adoptive spinal injection; endogenous time course observational			T12 injury-site spinal-cord tissue and sorted granulocyte-negative CD45lowCD11b+ microglia	5	granulocyte-negative CD45lowCD11b+ microglia		FLOW_SCI_054	injury-site spinal cord leukocyte fraction	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_054;study_timepoints.timepoint_id=FLOW_SCI_054__FLOW_SCI_054_TP7;cell_populations.population_id=FLOW_SCI_054__FLOW_SCI_054_POP1;study_title=Inhibition of leucine-rich repeats and calponin homology domain containing 1 accelerates microglia-mediated neuroinflammation in a rat traumatic spinal cord injury model;context_curation={""curation_id"":""SCICTX-CUR-0018"",""curation_note"":""Primary source reports male Sprague-Dawley rats, T12 laminectomy, compression by a 50-g weight on a 2 x 5 mm platform for 5 minutes, and sorted granulocyte-negative CD45lowCD11b+ spinal-cord microglia. The source reports LRCH1 protein in microglia at 2, 4, and 7 dpi and adoptive-transfer endpoints at 3 and 7 dpi; existing observation-specific timepoints are retained."",""source_locator"":""PMCID: PMC7339506; Methods \""Rat SCI model\"" and \""Immune cell enrichment from the spinal cords\""; Figs. 1, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7339506/""}"
sci:protein:0639d7308b362b79	FLOW_SCI_054 protein context at 30 minutes	sample_context	spinal_cord_injury	spinal_cord	rat	T12 compression spinal cord injury using a 50-g platform load	T12	50-g compression for 5 minutes over a 2 x 5 mm platform	male Sprague-Dawley rats, 10 weeks, 250-300 g	30	minutes	SCI versus sham; control- and LRCH1-shRNA-infected microglia transfer arms	LRCH1 knockdown in primary microglia followed by adoptive spinal injection; endogenous time course observational	SCI versus sham; control- and LRCH1-shRNA-infected microglia transfer arms	LRCH1 knockdown in primary microglia followed by adoptive spinal injection; endogenous time course observational			T12 injury-site spinal-cord tissue and sorted granulocyte-negative CD45lowCD11b+ microglia		primary spinal cord microglia culture		FLOW_SCI_054	in vitro primary microglia culture	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_054;study_timepoints.timepoint_id=FLOW_SCI_054__TP_TRANSCRIBED_2399f8461208;cell_populations.population_id=FLOW_SCI_054__FLOW_SCI_054_POP2;study_title=Inhibition of leucine-rich repeats and calponin homology domain containing 1 accelerates microglia-mediated neuroinflammation in a rat traumatic spinal cord injury model;context_curation={""curation_id"":""SCICTX-CUR-0018"",""curation_note"":""Primary source reports male Sprague-Dawley rats, T12 laminectomy, compression by a 50-g weight on a 2 x 5 mm platform for 5 minutes, and sorted granulocyte-negative CD45lowCD11b+ spinal-cord microglia. The source reports LRCH1 protein in microglia at 2, 4, and 7 dpi and adoptive-transfer endpoints at 3 and 7 dpi; existing observation-specific timepoints are retained."",""source_locator"":""PMCID: PMC7339506; Methods \""Rat SCI model\"" and \""Immune cell enrichment from the spinal cords\""; Figs. 1, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7339506/""}"
sci:protein:cfaec253552b5d6a	FLOW_SCI_060 protein context at 12 hours	sample_context	spinal_cord_injury	spinal_cord	rat	mild, moderate, or severe thoracic contusion SCI; separate complete transection arm	thoracic; 7 mm lesion-centered spinal cord sample	severity-stratified contusion; exact impact parameters are assay/model specific	unknown	12	hours	SCI versus uninjured control	observational severity comparison	SCI versus uninjured control	observational severity comparison			whole_tissue	8	unassigned or bulk sample		FLOW_SCI_060	7 mm lesion-centered spinal cord	defined	mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_060;study_timepoints.timepoint_id=FLOW_SCI_060__FLOW_SCI_060_T12H;cell_populations.population_id=FLOW_SCI_060_UNASSIGNED_POPULATION;study_title=The secondary injury cascade after spinal cord injury: an analysis of local cytokine/chemokine regulation
sci:protein:7db2ab1ac73d68fb	FLOW_SCI_061 protein context at 3 days	sample_context	spinal_cord_injury	spinal_cord	rat	dosed thoracic contusion SCI	Th8	dosed contusion; exact impact parameter not retained in this intake	male Wistar	3	days	SCI versus intact control	observational	SCI versus intact control	observational			whole_tissue	5	unassigned or bulk sample		FLOW_SCI_061	Th8 5 mm lesion-centered spinal cord and serum	defined	mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_061;study_timepoints.timepoint_id=FLOW_SCI_061__FLOW_SCI_061_T3D;cell_populations.population_id=FLOW_SCI_061_UNASSIGNED_POPULATION;study_title=Systemic and Local Cytokine Profile following Spinal Cord Injury in Rats: A Multiplex Analysis
sci:protein:98c222e746aff9b4	FLOW_SCI_061 protein context at 7 days	sample_context	spinal_cord_injury	spinal_cord	rat	dosed thoracic contusion SCI	Th8	dosed contusion; exact impact parameter not retained in this intake	male Wistar	7	days	SCI versus intact control	observational	SCI versus intact control	observational			whole_tissue	5	unassigned or bulk sample		FLOW_SCI_061	Th8 5 mm lesion-centered spinal cord and serum	defined	mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_061;study_timepoints.timepoint_id=FLOW_SCI_061__FLOW_SCI_061_T7D;cell_populations.population_id=FLOW_SCI_061_UNASSIGNED_POPULATION;study_title=Systemic and Local Cytokine Profile following Spinal Cord Injury in Rats: A Multiplex Analysis
sci:protein:dff0372c9573e0f0	FLOW_SCI_063 protein context at 8 hours	sample_context	spinal_cord_injury	spinal_cord	rat	NYU weight-drop thoracic contusion	T9-T10 region; exact segment should be verified from full text	10 g impact dropped 12.5 mm	unknown	8	hours	SCI versus sham	methylprednisolone and RU486 receptor-regulation experiment	SCI versus sham	methylprednisolone and RU486 receptor-regulation experiment			injury-epicenter spinal-cord tissue		neurons		FLOW_SCI_063	injury epicenter and graded distances	defined	mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_063;study_timepoints.timepoint_id=FLOW_SCI_063__FLOW_SCI_063_T8H;cell_populations.population_id=FLOW_SCI_063__FLOW_SCI_063_NEURONS;study_title=Expression of the type 1 and type 2 receptors for tumor necrosis factor after traumatic spinal cord injury in adult rats
sci:protein:096d9ac3c898abba	FLOW_SCI_063 protein context at 4 hours	sample_context	spinal_cord_injury	spinal_cord	rat	NYU weight-drop thoracic contusion	T9-T10 region; exact segment should be verified from full text	10 g impact dropped 12.5 mm	unknown	4	hours	SCI versus sham	methylprednisolone and RU486 receptor-regulation experiment	SCI versus sham	methylprednisolone and RU486 receptor-regulation experiment			injury-epicenter spinal-cord tissue		neurons		FLOW_SCI_063	injury epicenter and graded distances	defined	mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_063;study_timepoints.timepoint_id=FLOW_SCI_063__FLOW_SCI_063_T4H;cell_populations.population_id=FLOW_SCI_063__FLOW_SCI_063_NEURONS;study_title=Expression of the type 1 and type 2 receptors for tumor necrosis factor after traumatic spinal cord injury in adult rats
sci:protein:025df1fb4b920aae	FLOW_SCI_065 protein context at 25 hours	sample_context	spinal_cord_injury	spinal_cord	rat	moderate contusion SCI	thoracic; exact level requires Methods extraction	moderate contusion; exact impact parameter requires Methods extraction	unknown	25	hours	SCI vehicle or rolipram versus uninjured control	rolipram treatment versus vehicle; treatment-stratified observational protein panel retained	SCI vehicle or rolipram versus uninjured control	rolipram treatment versus vehicle; treatment-stratified observational protein panel retained			whole_tissue		unassigned or bulk sample		FLOW_SCI_065	lesion epicenter or uninjured T8 segment	defined	mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_065;study_timepoints.timepoint_id=FLOW_SCI_065__FLOW_SCI_065_T25H;cell_populations.population_id=FLOW_SCI_065_UNASSIGNED_POPULATION;study_title=The Therapeutic Profile of Rolipram, PDE Target and Mechanism of Action as a Neuroprotectant following Spinal Cord Injury
sci:protein:967edd890c797539	FLOW_SCI_065 protein context at 2 hours	sample_context	spinal_cord_injury	spinal_cord	rat	moderate contusion SCI	thoracic; exact level requires Methods extraction	moderate contusion; exact impact parameter requires Methods extraction	unknown	2	hours	SCI vehicle or rolipram versus uninjured control	rolipram treatment versus vehicle; treatment-stratified observational protein panel retained	SCI vehicle or rolipram versus uninjured control	rolipram treatment versus vehicle; treatment-stratified observational protein panel retained			whole_tissue	4	unassigned or bulk sample		FLOW_SCI_065	lesion epicenter or uninjured T8 segment	defined	mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_065;study_timepoints.timepoint_id=FLOW_SCI_065__FLOW_SCI_065_T2H;cell_populations.population_id=FLOW_SCI_065_UNASSIGNED_POPULATION;study_title=The Therapeutic Profile of Rolipram, PDE Target and Mechanism of Action as a Neuroprotectant following Spinal Cord Injury
sci:protein:1952f594872d2208	FLOW_SCI_074 protein context at 1 day	sample_context	spinal_cord_injury	spinal_cord	mouse	thoracic contusion SCI	thoracic; exact level not captured in first pass	contusion; exact force not captured in first pass	unknown	1	day	SCI	Mmp3 knockout, Mmp3 siRNA, and pharmacologic MMP inhibition	SCI	Mmp3 knockout, Mmp3 siRNA, and pharmacologic MMP inhibition			lesion-centered spinal-cord tissue		lesion-site spinal cord homogenate		FLOW_SCI_074	lesion_epicenter	defined	mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_074;study_timepoints.timepoint_id=FLOW_SCI_074__T3;cell_populations.population_id=FLOW_SCI_074__P3;study_title=Matrix Metalloproteinase-3 Promotes Early Blood-Spinal Cord Barrier Disruption and Hemorrhage and Impairs Long-Term Neurological Recovery after Spinal Cord Injury
sci:protein:8288ebe92ce8ea6c	FLOW_SCI_074 protein context at 1 day	sample_context	spinal_cord_injury	spinal_cord	mouse	thoracic contusion SCI	thoracic; exact level not captured in first pass	contusion; exact force not captured in first pass	unknown	1	day	SCI	Mmp3 knockout, Mmp3 siRNA, and pharmacologic MMP inhibition	SCI	Mmp3 knockout, Mmp3 siRNA, and pharmacologic MMP inhibition			lesion-centered spinal-cord tissue		CD31-positive blood vessels / endothelial cells		FLOW_SCI_074	lesion_epicenter	defined	mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_074;study_timepoints.timepoint_id=FLOW_SCI_074__T3;cell_populations.population_id=FLOW_SCI_074__P1;study_title=Matrix Metalloproteinase-3 Promotes Early Blood-Spinal Cord Barrier Disruption and Hemorrhage and Impairs Long-Term Neurological Recovery after Spinal Cord Injury
